ax,ay,az,gx,gy,gz
15216,7364,2112,163,268,321
13680,13580,-2836,82,446,37
12728,6476,-196,-10,-201,-271
12136,3160,5244,96,-343,-755
10276,8684,-5444,458,872,234
15212,8316,1620,-417,-428,-190
9828,3204,4964,-61,-809,-161
15220,10476,7744,214,386,558
17392,10140,5360,-424,-71,151
12048,5600,4956,-24,-594,70
16048,14212,1956,204,399,467
15744,9844,4672,-325,-41,-67
13052,6612,4884,48,-274,-245
14788,13944,-2356,38,679,-51
15400,6660,6204,79,-430,-345
14248,5512,6232,64,-264,-62
10868,10196,-956,-203,-105,-363
12948,4848,5472,338,-374,-152
14728,10688,-2884,-405,526,475
12460,5632,4228,-219,-386,-352
16904,13672,5180,325,642,662
15676,8432,7400,-152,-236,-162
14812,7904,2060,57,296,177
14756,10328,6404,-190,-101,-767
15696,9188,9844,406,16,-346
13532,7144,1128,-355,-400,-264
13648,6144,3024,70,83,280
10784,9880,-1752,-296,-326,207
14984,9700,4772,473,297,404
17172,10676,6612,-410,-11,-121
14732,6880,5712,210,-290,236
11244,9644,1976,-195,160,-831
12544,8432,4184,441,65,204
15352,8132,7616,-292,-83,-88
15828,9236,4716,-78,98,867
12660,8012,4384,-194,-46,-739
14512,11624,272,171,609,29
12304,5116,1232,222,-569,-701
14328,9708,672,-249,340,507
13832,6624,6404,-33,-46,-116
12268,12668,744,-214,149,138
14648,10556,3608,508,441,82
12136,6668,-172,-120,-325,-513
13812,8120,2584,-84,122,335
10840,3852,3864,-161,-304,-384
14444,15180,2740,-49,388,455
14404,6020,5620,382,-113,-165
16088,10400,-72,-251,511,100
11516,3244,4576,139,-170,-311
9952,10812,-6100,-310,172,-16
14320,10592,4704,431,168,591
14404,9856,2160,-100,-19,-157
16108,7384,5608,-114,101,-44
9252,4116,2184,25,-684,-249
13996,14240,132,-157,827,159
15164,8916,3500,468,77,86
16544,9280,6800,-330,-455,-160
14464,6452,4160,-1,53,136
10156,3076,2040,-138,-649,-271
13296,14056,-1400,-125,414,458
16672,11812,8212,440,79,-130
12388,5892,1888,-93,-533,-597
14712,9780,2168,-292,211,474
12028,5048,3684,51,-303,147
12568,10304,16,-236,121,-420
14816,10860,3604,432,415,233
13064,4100,7344,240,-305,-287
17972,10788,5192,-435,157,629
15568,8076,4232,40,-136,229
11200,7064,-824,-131,-297,-767
10908,9228,-3384,224,395,200
15024,6472,6356,243,-145,-90
17788,11560,1248,-339,208,226
16556,7524,5972,103,-200,368
10660,6144,2124,-203,-884,-685
11988,11668,-3024,-83,874,114
15572,8228,6044,399,-78,188
13608,8084,1408,-222,-399,-229
14960,7668,2180,-126,200,0
10840,2744,4428,-65,-557,-330
14264,14236,1276,-105,473,417
16436,12128,7044,427,151,-200
13748,6952,3108,-172,-363,-525
14992,7812,7296,-20,191,626
11692,5644,1764,-267,-623,-238
13420,15292,-1356,-109,581,105
15616,8376,8380,526,31,-224
15128,8744,5828,-279,-612,-296
15492,9328,3832,-190,569,627
13084,7168,4612,-58,-706,-122
11496,11472,-4268,5,309,84
12520,5696,1716,513,-2,-273
14216,6888,3008,-388,-265,-76
15880,9436,4340,-18,128,942
13480,7476,5992,-100,-110,-607
14956,12268,1252,151,511,-41
13652,7096,7608,388,-349,-379
15568,9700,-1528,-379,474,274
14984,6740,3944,116,-168,604
13528,9992,3376,-223,52,-769
15724,10756,7776,457,857,111
13736,4852,6228,224,-419,-380
15588,9652,-208,-428,472,528
14388,7020,5004,87,-308,376
12364,11004,-1304,-212,146,-602
13004,10092,-1500,442,112,307
11576,5212,1384,209,-136,-521
16304,9956,3020,-298,469,532
11924,5164,3808,75,-236,146
12324,11140,-1396,-199,336,-120
15296,11024,5412,483,48,-99
13884,7352,4472,-103,-393,-507
12640,6912,32,-90,377,466
11664,4016,4740,-291,-642,-349
13076,15284,-1576,-70,487,423
14152,5604,5500,423,132,-292
16608,9172,-560,-210,274,85
12012,3132,1876,7,-336,-459
10900,10464,3940,-231,-30,-113
13096,7512,4544,359,201,392
15900,10332,4224,-354,-98,237
14132,6908,3368,102,181,508
12740,10172,1632,-180,208,-546
15400,10860,4736,577,233,36
14324,7256,5476,-281,-361,-441
14112,7204,5668,37,-367,-92
8760,8752,-1484,-235,-334,-332
11196,6316,1560,489,227,242
15444,8948,1136,-429,-33,55
14152,6876,3924,3,-107,369
13068,10824,4236,-190,22,202
14972,8244,5960,449,-74,261
16924,10336,5740,-438,123,11
13432,6664,6408,66,-243,-217
15428,12576,7104,54,583,-60
15160,7092,7812,499,-277,-208
16156,9668,540,-275,264,39
11100,3860,6372,-26,-827,-462
13076,11032,4460,-37,720,-50
14468,4568,9200,229,-426,-90
17996,12136,2520,-346,695,591
11280,5684,-144,-170,-397,-200
17232,13680,5900,79,520,448
15448,7240,6688,157,-224,-385
16844,11252,4064,-192,323,277
12540,6600,6536,-38,-401,-633
14228,10684,3672,425,394,261
12724,6160,5276,-32,-472,-412
14148,6440,7456,14,-438,539
10576,6428,3244,-250,-314,-161
13384,7952,3028,398,551,387
15420,8328,5316,-308,-92,39
15608,7644,5872,25,-117,627
12828,9640,1120,-281,-98,-318
14240,11424,1692,458,357,-17
13592,8100,844,-280,-487,-257
13652,5160,1528,126,-135,101
9320,7428,-4372,-293,-109,-901
12072,8148,-152,464,67,141
13572,6536,2020,-248,-518,-140
14684,8816,4688,-188,-20,604
9600,7808,-2468,-236,-310,-51
13924,11584,-892,359,452,647
14212,8476,2172,-139,-539,-312
16864,10532,3660,-106,221,210
11872,7892,968,-123,-250,-616
13684,10976,3520,335,-119,-27
12672,7184,2504,-134,-522,-374
13464,6244,3896,62,-272,516
8896,7528,16,-260,-315,-166
14220,8512,6724,425,282,399
15844,9408,-684,-365,280,491
12852,6448,4804,74,-502,240
13808,15448,1488,-89,401,326
14128,6780,4352,220,-132,-39
16712,11348,5356,-280,211,240
12232,9972,-144,-223,-25,-634
15064,12088,2240,462,223,-74
18884,11628,2308,-318,95,-14
13112,4484,6148,140,-668,-417
15344,12468,2304,103,478,-67
12572,4380,-248,178,-217,-553
15852,5920,5216,-41,10,16
11968,9704,2948,-245,-108,-852
11848,5176,2112,549,46,-138
14260,9076,-1556,-281,218,348
9252,2976,5712,-48,-804,-194
14056,11884,3372,-99,289,220
12456,6464,3172,-93,-274,-10
15624,9412,4676,-165,-203,682
12012,11292,3100,-327,-307,231
14008,10940,3200,369,-193,345
18324,11088,4780,-356,175,641
12752,6200,4844,48,-505,-207
13188,13072,-2424,55,602,66
15688,9064,6280,82,-170,-425
16388,8360,1968,30,145,338
11432,8120,-3256,-192,-115,-852
15140,10356,8988,428,67,-503
15692,9004,136,-352,138,-160
11364,2572,4304,172,-164,-183
11100,10928,-4340,-26,902,88
15100,5804,7976,140,-51,-54
17196,10804,5504,-398,295,636
12360,6064,2580,-212,-212,-245
14044,11512,-632,371,796,494
15200,9436,2240,-118,-38,-243
17268,8568,6428,114,-37,312
10880,8220,-3408,-196,-57,-794
12672,8452,1948,416,167,-231
15196,8352,2176,-351,-157,-100
13272,5852,3292,-84,-320,-10
14288,12992,1980,-320,65,134
16724,8540,8052,352,62,178
17148,12764,-868,-328,582,571
13228,5884,5588,-8,-500,-377
14712,13916,1220,17,419,-24
15372,5092,6724,287,-241,-492
16596,8640,6964,-328,-119,-126
10884,5928,6656,-120,-469,-666
14876,11344,8564,366,49,490
13868,7784,1120,-289,-433,-165
14052,5620,4400,-12,64,312
11588,9448,4436,-343,-210,-1
12992,9300,1072,445,359,495
16028,11100,-1292,-402,172,376
12224,5676,2712,47,-299,91
13720,15168,348,-49,656,196
13952,5908,4424,330,-152,-186
16108,12352,2448,-143,405,458
12204,5512,5620,-75,-376,-499
15528,11748,7028,463,171,370
15492,8792,4376,-162,-334,-468
13404,6124,3344,24,-439,-222
12396,11588,-700,-184,-17,-396
13132,7048,5712,406,-443,-189
13484,9820,-456,-257,481,557
10120,3344,1056,-127,-635,-293
14592,10932,2624,209,587,476
14700,7924,3324,-385,-123,-54
14500,7696,4076,62,-104,432
12428,11772,-1344,-193,8,288
15488,5696,9092,386,-199,-52
16796,12340,-392,-182,521,386
12672,8500,4808,-54,-471,-517
11316,8796,-5436,462,170,299
13784,7160,3816,-205,-432,-475
12756,4360,4560,51,-512,-94
10860,11064,-2004,-207,-171,-32
13348,3792,5764,195,-424,-121
16892,10484,6096,-312,488,494
11452,7268,1484,-219,-177,-138
14204,10616,5152,424,171,481
17188,11740,-220,-452,166,89
12376,5576,3212,35,-486,-271
14360,12564,400,74,192,3
11524,5476,236,203,-757,-574
14828,10576,5016,-243,68,430
9736,2272,1036,-71,-746,-232
15164,10740,4420,177,533,516
14472,6812,7716,-101,-378,57
15852,8932,3312,-52,265,528
12420,8500,1264,-233,84,-659
13560,10468,-932,563,280,41
16792,9116,92,-301,-104,-313
12768,5212,5476,-19,-453,-313
14304,13008,6352,-181,-115,-121
13596,5864,5048,359,-218,-63
14308,10468,-2916,-371,563,569
12160,4968,4928,-57,-468,-52
14404,13380,-192,-1,442,354
15040,8272,6944,124,-343,-294
16904,12360,3768,-148,188,391
12700,6408,7252,-94,-392,-719
15392,10324,9760,409,50,234
12804,6436,5604,-145,-537,-464
13344,5940,5340,8,-355,516
10628,6680,652,-206,-10,-208
14880,8636,7920,314,119,484
14904,8040,4376,-380,-112,79
15396,7752,5292,77,9,579
12920,10472,2396,-288,25,-559
15916,12288,6244,423,-90,-45
14932,7844,4672,-264,-296,-235
14320,5336,8668,33,-401,-340
10308,10136,980,-186,-102,-317
11380,5652,2988,457,17,149
15620,10000,1056,-361,536,265
13552,6592,5688,-2,-47,92
14624,13980,3712,-183,18,290
15928,8780,3276,464,-14,-133
17848,12776,1464,-281,497,271
12628,3904,4868,182,-746,-280
13732,10944,-1412,99,532,-224
13912,4800,8912,210,-299,-556
15200,9372,4640,-220,164,369
10624,5336,2960,-160,-403,-305
16192,11488,7404,243,611,471
14300,7960,252,-243,-284,15
17140,9096,4692,59,145,476
12428,11044,-1652,-243,42,-496
14608,10900,2464,531,-34,-187
16556,8720,1732,-313,97,-340
13276,5412,8632,67,-260,-347
11236,10508,-2344,-165,148,-28
15600,7504,10196,330,-21,61
17368,11036,1972,-445,388,546
13116,6096,8500,55,-596,-113
13848,16008,-284,-73,279,77
14852,6500,5424,564,-171,-223
15504,9760,2164,-279,226,9
9880,3404,6296,90,-1022,-137
13892,11828,3028,-207,651,93
14260,6576,4484,392,67,115
18288,11684,3436,-366,405,322
12908,6800,3352,135,-213,-163
9320,7388,-4652,-182,-183,-533
14460,9520,9820,453,-51,44
13792,6308,4540,-323,-58,-31
15844,9016,4660,-49,28,838
12344,8484,1856,-206,15,-758
13824,10448,-1012,273,651,51
12468,4412,4756,170,-498,-560
15280,9028,3732,-369,69,506
14036,7232,4560,-2,-202,201
13052,11692,2544,-256,-41,-144
15620,10868,8984,545,400,119
13432,6092,4248,-73,-505,-586
15756,8868,8292,-144,345,435
12616,5304,4776,-241,-570,-365
15032,13424,6100,-62,333,332
15016,8316,1720,426,-16,-194
16596,8904,1004,-321,-7,-364
12656,5784,3028,103,-203,431
10792,6912,1608,-343,-249,-286
12768,12900,-5332,95,485,389
14456,7908,4016,374,-171,-207
17192,9756,2660,-217,388,121
11792,3400,5224,77,-207,-226
9348,7944,-2344,-397,-375,-43
15456,10844,7556,309,313,569
14060,8696,1324,-143,-536,-333
15964,10296,2072,-97,117,359
9144,2576,24,49,-570,-708
13816,11260,5992,-189,192,19
14456,6220,6368,286,-134,205
16696,9956,5340,-391,-197,146
16536,8896,3872,43,204,289
11336,4932,5544,-200,-700,-879
13756,11804,4400,21,577,-9
14588,6148,6996,372,55,82
16420,10536,356,-424,-190,298
17148,9164,4208,46,240,214
10832,6588,-1348,-80,-274,-718
12792,9588,3876,444,798,178
11496,4480,3152,177,-281,-142
16664,12140,636,-377,364,609
12716,6208,6548,-8,-666,-83
12236,11768,-2240,50,716,83
14048,6076,4184,501,-202,-343
15088,9372,3920,-358,-52,-142
13380,5796,3068,45,25,284
12720,7548,5912,-181,74,46
14740,12036,848,374,770,361
15960,6960,7252,234,22,-427
14548,9964,-656,-309,290,47
11052,3128,3488,94,-388,-101
11684,12820,-4688,-194,359,251
14672,10640,4380,466,352,197
13736,8300,392,-200,-274,-243
15964,6112,5716,-30,104,42
9324,3956,3020,-171,-875,-211
13700,10772,460,-94,500,316
13212,6268,3044,284,-184,34
17624,12708,732,-312,566,252
12056,3644,2192,189,-301,-417
10460,9352,-1688,-235,-124,-427
13292,7624,4724,419,114,288
15940,10048,1232,-360,-155,260
15584,7784,5268,31,-26,597
12192,8608,-112,-233,-203,-801
16364,11332,9468,454,205,256
12236,5584,4508,13,-564,-337
14752,7488,3360,-265,258,495
12312,5756,4444,-152,-534,-129
14224,15424,1124,-14,427,295
13280,5544,2888,518,6,-274
16648,9068,1176,-207,364,115
12004,4676,7688,92,-540,-515
13892,11744,4800,-137,488,-48
14180,5648,5972,245,-174,-56
18476,11100,5620,-370,604,650
12992,5492,6888,6,-702,-22
15388,15956,1732,-16,631,9
15068,6836,6036,307,-224,-398
16152,8700,1760,-153,145,163
11736,6580,6720,-185,-629,-801
13460,9424,4372,451,137,375
13848,7456,4940,-255,-433,-127
14684,6924,4728,-61,34,602
10376,9712,-2572,-361,-499,229
15328,8752,6592,472,110,155
18528,12720,2332,-377,347,214
13284,4124,5848,158,-615,-288
13532,11608,-444,51,484,-339
12896,5916,5512,280,-613,-410
16012,9692,7316,-337,71,508
10536,4408,-236,-235,-408,-478
17020,12544,8096,240,499,609
15988,8824,6952,-115,-530,-321
17496,9456,4992,7,96,374
12900,9100,2768,-317,-530,-966
14436,9860,7884,421,20,-231
15052,7124,1932,-399,-11,33
13868,7136,3384,-118,-236,98
13480,12924,-692,-253,205,225
15852,8692,4660,391,-39,17
17252,12368,1380,-225,705,331
12576,8632,2532,-57,-518,-551
12776,10188,-2716,457,510,266
13436,6948,3392,-121,-327,-553
12496,5708,3760,136,-110,214
9876,10280,1124,-196,-161,-168
13332,6556,6444,333,-287,141
18268,11388,7596,-451,449,558
12416,6344,4516,-188,-583,-83
16636,13716,5164,269,601,581
14472,8352,1956,-183,-270,-162
16584,8780,4508,158,265,293
10624,9820,-5576,-110,249,-346
15372,7360,6360,563,0,-294
15884,9680,264,-302,383,-80
10576,3736,8344,65,-767,-270
13152,11784,-640,-37,839,146
12584,5572,2196,68,-93,-66
16976,11556,4680,-324,456,648
12024,7504,4172,-217,-109,-587
14816,13000,2664,488,512,279
15384,8984,5368,-140,-397,-155
13176,4484,2828,152,-215,45
10256,9128,-1968,-179,-37,-524
12084,6604,4504,486,-344,128
16036,9888,1956,-444,146,497
11520,4736,4268,-67,-597,-36
13560,12836,-964,23,499,494
14156,8300,1776,-208,-381,-344
14504,8356,4912,111,-222,-66
14664,11164,-980,225,636,12
15212,7660,4384,-314,-329,-365
9588,4412,2668,8,-734,-693
13844,8884,6096,456,-142,94
15036,9920,5956,-278,74,547
8680,6856,-2888,-267,-155,0
15712,6996,8100,190,-205,0
16164,9556,6568,-70,-354,823
14956,14108,5348,12,649,358
14852,8160,4740,-221,-197,-202
12328,5312,4548,39,-415,-454
14636,11440,2844,436,247,364
17012,9636,396,-183,370,169
11428,5708,5780,-101,-323,-843
13880,6840,6312,433,-197,-431
15024,6944,4336,-64,-68,261
12192,11396,2232,-201,-151,107
11528,5756,3332,-168,-629,-46
12028,3508,2500,-17,-156,-135
16008,11312,5720,205,550,518
18676,11628,7328,-347,362,691
12580,7936,4800,-271,-418,-292
14704,7352,4312,401,34,-112
16500,11304,4084,-155,151,325
12024,11328,-2144,-137,72,-266
13188,4460,328,188,-262,-524
12228,3256,4072,5,-419,-360
13836,10240,5204,374,688,230
15056,7168,1384,-416,41,17
10404,3916,2776,-183,-450,-391
14000,9652,3196,437,503,479
17600,13012,48,-303,570,658
11792,9688,276,-247,46,-429
16440,8884,7248,422,-109,-332
16332,8476,1660,1,150,288
9600,8928,-2092,-220,8,-486
12156,5096,4400,179,-213,-298
14028,6516,4572,-27,23,245
13040,13208,-40,-88,493,422
16320,9488,8144,-186,-194,-216
13480,7036,4832,55,-447,-238
15648,11876,5980,253,520,55
14260,8328,3808,-274,-475,-398
11748,2704,3584,57,-492,-166
14068,11368,1544,164,654,404
17232,10308,5288,-327,-142,133
13592,6492,7668,63,-115,-221
14180,13180,-324,99,580,-19
12188,5276,2760,53,-395,-675
12176,6152,3004,182,-62,411
10796,10644,-4448,-222,370,46
13636,6928,1724,318,-26,204
16616,12060,4156,-199,202,435
13560,10628,2172,-199,-117,-504
16196,8236,10636,580,217,-392
14740,10332,3144,-278,282,109
9092,3600,3040,3,-582,-296
15904,11692,5740,159,367,577
15484,9384,2704,-260,-332,-88
15472,7920,2028,98,250,260
13196,11188,1040,-90,181,-485
12244,5636,3920,505,-329,-85
15812,8580,4932,-377,379,393
12548,6132,4756,-41,-656,38
16712,15568,8124,-153,225,172
12224,4524,120,358,-610,-246
14360,10952,460,-291,243,109
10196,2940,4272,-38,-640,-360
14464,13504,1400,11,583,570
13028,6444,2196,161,-340,-229
15548,10496,1788,-67,315,395
11040,5516,5116,-24,-782,-625
13260,11032,2484,-108,199,280
13396,6984,4692,161,-151,105
17132,12672,1364,-220,615,359
10864,4428,1920,190,-708,-243
13844,12132,4428,46,813,-143
14088,5572,6196,275,-377,-7
17960,11200,3276,-385,350,673
13488,7632,4500,-16,-296,-354
11980,12056,-4124,35,418,-132
13812,6276,10248,434,-550,-195
15964,9396,3984,-404,321,409
14424,6948,5716,53,-200,186
14520,12744,2884,-219,172,-260
16236,9048,10332,592,137,-338
15072,8140,1976,-340,36,-212
11788,2512,5764,-56,-187,32
13556,11984,5848,-167,-134,375
15196,7660,2856,381,123,-142
16780,9184,1184,-264,159,-170
12392,4808,4688,-1,-557,-151
11460,9432,3856,-339,-225,-72
14880,9080,6096,441,255,536
17408,10236,7536,-409,-39,-82
14584,7300,7340,145,-358,285
10544,9836,-308,-219,152,-750
11072,6648,252,515,435,332
15356,10296,644,-460,-235,83
15208,7044,3908,67,121,446
11304,7788,-372,-141,-309,-470
14468,10028,7024,354,60,74
12060,4432,4192,-82,-655,-74
15320,9240,2864,-262,224,646
12848,7800,3104,-134,-674,-469
14872,13132,2564,147,430,24
13656,6636,8616,396,-288,-369
15624,9660,2400,-382,218,411
12012,5264,2832,71,-191,258
13644,13148,580,-252,257,-284
14464,5984,3964,559,141,-204
14880,8924,5492,-313,-326,-295
12876,5328,1964,104,72,404
11500,7420,2724,-186,73,119
14576,10616,3708,352,248,93
14380,6972,4932,-33,-257,-268
15688,7764,6172,-34,-118,230
10156,3452,-212,-235,-338,-226
14916,10356,3464,259,594,543
15344,8320,5496,146,57,-341
15320,9548,1784,-95,201,355
10268,3112,7804,81,-587,-527
11684,11508,-3912,-128,330,223
14072,6940,3588,328,4,141
18476,13156,1324,-297,634,396
11256,5524,1936,202,-658,-267
13652,13040,2364,44,564,-287
12428,6724,2972,409,-167,-250
16156,8920,632,-452,348,478
13140,5280,5352,90,-146,113
13160,12736,432,-185,196,-52
14876,7408,1120,540,326,-273
17996,10132,2252,-248,141,32
12548,4304,5052,49,-176,-767
12904,12324,1960,-215,-98,-260
12732,4712,7952,369,-379,-22
15856,9816,4284,-430,303,481
12816,5332,4776,21,-269,20
13268,13860,-416,-118,605,374
14988,8404,3788,383,-180,98
16904,12128,-1696,-282,769,397
13528,7544,5224,-19,-499,-346
14544,14092,2816,46,691,-91
13800,7376,936,213,-409,-374
15876,10636,2516,-48,139,462
11684,5796,3180,-73,-802,-737
11608,8960,-4296,450,675,191
12300,6172,1184,-62,-422,-521
14332,7828,5244,15,-302,396
10616,9056,1860,-194,-436,-474
12732,8120,2684,442,180,294
15260,7772,5004,-417,-410,32
14564,6504,4572,-22,-20,125
10552,10156,-3024,-262,340,-14
13688,6616,3660,294,8,47
17328,11364,2536,-425,408,576
13212,6244,6564,-229,-666,-126
16448,12808,4776,263,670,550
14280,7992,848,-221,-351,6
15140,7640,4652,65,-33,661
13020,12980,-1804,-144,483,34
16396,8956,5696,456,106,24
17116,11776,2376,-319,652,353
12520,6856,2236,-58,-678,-454
15624,12716,3424,304,952,109
16076,7772,8844,-73,-146,-331
16100,7244,5728,99,-7,332
13892,10100,3544,-50,537,-619
12864,4964,-716,607,119,-296
15948,8948,-296,-252,268,-110
11608,3968,9020,5,-811,-601
11832,12364,-1592,-13,386,-63
12424,5252,1456,254,-210,-385
13712,6944,3132,-114,391,461
10428,6024,960,-281,-491,-245
14956,8284,8500,374,561,387
15876,8864,3912,-535,-111,53
14596,6728,5836,40,-82,352
12760,12548,-96,-165,258,334
16664,9016,7332,393,-171,256
18432,11408,3832,-280,590,517
11996,5608,3292,-3,-495,-305
15720,15688,6444,54,701,-48
13960,7440,2160,182,-15,-500
15964,10892,2404,-118,56,451
10972,6108,-1596,-40,-397,-678
13188,11080,2380,381,30,122
13868,7748,3716,-261,-462,-568
14336,6028,8448,87,-286,57
11060,11160,2172,-287,-280,-331
12584,5020,6320,542,-219,205
15096,8428,-736,-379,357,433
10336,3104,1848,6,-112,-204
14640,13936,2936,-209,661,163
14232,5980,4932,330,-134,113
18000,12844,672,-262,631,633
12340,6584,3004,-77,-687,-288
14220,12812,-2396,43,765,-44
16580,7196,8508,293,-448,-322
15572,10320,1588,-193,212,144
9188,3000,-20,-71,-593,-824
11844,8784,-412,82,127,95
12556,4276,3812,172,-261,-142
15912,8516,5104,-419,453,446
11656,5508,1500,-216,-600,-267
15352,13892,1832,28,433,581
15008,7420,5288,235,-133,-142
16648,12732,3564,-263,507,420
11780,8576,1140,-31,-655,-520
13464,9860,-48,391,725,165
13984,5864,6496,11,-458,-629
13240,7136,1628,-22,-33,454
9336,6692,-604,-125,-306,-220
12908,9736,-1216,406,610,443
16180,9572,3692,-365,-238,-48
16188,7940,6884,-7,-90,731
13100,12056,1652,-281,-230,-2
15996,10740,7188,450,153,-69
18232,11740,1204,-311,124,-17
12500,4196,4080,169,-293,-234
12076,11428,-412,-131,313,-313
14072,6228,10560,479,-278,-337
13780,9328,836,-280,173,468
8320,2192,1160,-103,-574,-247
14056,12572,2876,-192,315,226
13588,6752,4808,160,-88,98
16576,11416,2968,-266,535,559
12064,7412,1724,-159,-369,-575
14260,11900,156,330,615,166
15404,6920,7664,24,-473,-480
14968,8688,2008,-109,189,-111
8932,5500,-1468,-160,-427,-373
12500,6840,3044,382,428,362
15392,7384,6792,-366,-263,-34
16052,7244,6004,-31,-290,743
12212,9724,148,-235,9,-398
16400,12436,6040,476,172,189
13620,7324,3804,-213,-469,-368
12756,6940,1468,108,-18,158
10560,6248,5236,-139,-254,-163
13744,9328,-464,334,744,439
14120,8304,4268,-179,-520,-5
16768,9520,5072,-180,141,369
12520,6252,5472,-63,-472,-563
13640,9192,2448,238,465,-125
13868,4624,5972,254,-198,-390
15996,9408,8308,-399,39,446
11820,5056,4308,-253,-585,-208
14072,13452,3088,-56,296,425
15320,7580,6424,452,-116,-220
15968,9472,-692,-174,318,335
12156,3432,8868,-5,-732,-586
11548,11524,-1080,-176,-14,-14
13480,6700,2436,305,-120,89
17288,10748,1656,-412,192,463
14268,6756,6684,48,-156,-24
12276,9084,-64,-119,140,-422
13748,8488,2612,505,341,-278
12216,6228,3804,-102,-444,-144
13932,7316,3004,-142,217,780
13152,6792,4376,-113,-110,-194
16336,13940,1708,149,533,185
14228,7592,2708,284,-247,-368
15968,8752,3180,-166,185,261
10440,3596,6104,39,-856,-565
14104,11820,6088,-68,589,34
13752,6648,3596,311,27,-71
17936,12160,2812,-381,261,672
11788,5472,2312,76,-132,-13
14028,13476,1712,-232,306,-288
14364,6056,3144,568,-9,-203
14744,8060,2824,-377,-215,-457
12704,6616,4520,46,-458,6
10368,6564,3008,-221,-262,-90
13980,7576,5144,421,436,357
16844,9808,5548,-376,-43,133
16184,8596,4856,68,-1,614
12788,10352,-180,-234,117,-531
13280,9832,168,505,228,51
16216,8296,5520,-246,-508,-339
12400,5456,404,85,52,-163
10552,9564,1568,-257,-381,-417
14632,7976,8976,474,280,234
15580,7776,1340,-494,62,-13
14536,7516,3760,27,-180,324
12720,12960,-1004,-129,307,219
16016,7728,5568,474,105,-30
18896,11988,2376,-302,446,180
11760,3968,164,161,-646,-317
13640,12124,528,-2,340,-240
13696,6788,9652,405,-352,-358
14508,8972,2340,-346,244,535
12244,5216,4812,-171,-570,-253
14220,13352,2768,-108,470,450
13272,8484,2608,197,-106,-124
17264,10780,5620,-78,184,221
11756,8012,-1296,-114,-29,-756
14904,8992,10664,511,250,-330
14436,9364,1592,-266,307,506
12256,5484,4664,-174,-514,-109
14928,14028,772,103,481,505
15944,8924,8068,-143,-543,-429
17288,8716,5604,74,-71,307
11452,8688,-1956,-134,300,-750
10592,5548,2376,453,-567,66
15800,9332,3272,-351,271,586
12564,5804,6988,-102,-523,-2
17280,13688,5996,126,512,118
15516,7632,5304,-96,-363,-427
15012,5400,3576,143,134,-18
10744,9080,1148,-268,-131,-611
12060,6472,5288,466,114,216
16700,9344,3108,-424,401,415
12468,6296,5824,-1,-734,119
11944,13720,-4924,-92,261,12
16144,7116,9140,359,-527,-278
16700,7752,5812,-292,-9,-59
9860,5520,3460,-129,-997,-217
15452,10880,5048,310,697,516
14420,8524,1520,-324,-33,81
17292,9060,6192,113,159,285
15860,14080,5656,-194,316,-244
13068,4704,1964,568,-196,-271
14860,10104,1996,-266,311,129
10544,5676,5872,-101,-1175,-229
13356,9632,388,235,322,653
15320,8388,3448,-345,-181,-58
16524,8764,4692,107,56,542
13980,13192,2236,-174,274,-308
14552,5852,5456,513,-125,-251
15352,9312,2028,-307,364,-62
10116,5524,6184,65,-684,-514
11628,9416,-1720,326,397,657
13468,6396,2012,-236,-416,-44
16292,8940,7172,6,-268,861
12864,12020,932,-239,-80,-87
15480,7716,5188,449,282,-221
17812,11516,2672,-259,355,205
12392,3380,8400,44,-517,-710
13904,9608,4216,48,212,-64
11804,3892,5156,45,-546,-79
14448,7368,5380,-99,194,769
10012,7008,-1096,-169,209,120
14992,9544,5392,477,176,351
16124,11392,-688,-445,98,5
13216,6520,5224,128,-289,-156
12744,11784,708,28,329,-127
15176,5908,6608,160,-702,-570
13988,10036,1072,-257,46,512
10684,4144,2392,-119,-512,-390
13304,12844,-188,13,719,486
14980,8268,6648,205,-167,81
16916,11808,2036,-296,479,454
12648,8944,3448,-142,-340,-759
12344,8672,-5052,506,359,397
12464,6312,2456,-207,-413,-581
12548,6500,2276,79,-83,275
8900,8024,-1340,-209,-265,-152
13240,7068,6052,441,384,411
17764,9936,5832,-539,-103,194
13156,6060,4888,1,-276,444
14060,13552,2708,-280,136,-291
14972,9072,2800,475,93,-143
17244,9180,1568,-279,309,-107
11792,2664,2916,70,-172,-616
9432,10212,-4584,-191,-90,-46
13632,6540,5016,360,38,63
16720,10920,1308,-411,172,596
12076,5636,5668,52,-332,-2
11144,12540,-5020,22,797,-94
13732,5156,3608,502,-252,-210
14900,9844,-488,-303,407,115
10172,2968,7136,23,-973,-80
11504,11688,-3964,-73,1025,5
16008,8400,6872,269,-46,92
16804,11880,836,-242,534,665
12472,5468,4880,-63,-606,-425
14600,13340,1024,145,540,55
14868,4168,7916,257,-33,-493
14576,7036,996,-177,181,-173
9384,5340,4076,-200,-710,-504
12532,8968,3228,462,460,516
13152,7152,2196,-334,-337,-99
14020,6908,2232,-57,67,185
13064,11268,4572,-191,377,288
16536,9184,6996,357,62,141
17636,11600,4880,-257,601,661
12720,7016,3072,-150,-934,-313
15932,12372,4528,195,696,70
16468,9464,7868,-73,-267,-336
15576,7840,2988,85,-21,348
11304,8020,-3664,-95,417,-489
14880,7432,3924,566,31,-257
16880,9128,3336,-250,392,33
9256,2236,-756,63,-544,-591
